elapsed,label,responseCode,threadName,bytes,sentBytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,IdleTime,Connect
1590,HTTP Request,200,Thread Group 1-4,223,286,100,100,1590,1,0,0,1354
1579,HTTP Request,200,Thread Group 1-5,223,286,99,99,1579,1,0,0,1350
1573,HTTP Request,200,Thread Group 1-7,223,286,98,98,1573,1,0,0,1339
1284,HTTP Request,200,Thread Group 1-35,223,286,98,98,1284,1,0,0,1065
1609,HTTP Request,200,Thread Group 1-3,223,286,97,97,1609,1,0,0,1389
1652,HTTP Request,200,Thread Group 1-6,223,286,95,95,1651,1,0,0,1379
1571,HTTP Request,200,Thread Group 1-12,223,286,94,94,1571,1,0,0,1295
1573,HTTP Request,200,Thread Group 1-17,223,286,93,93,1573,1,0,0,1303
1481,HTTP Request,200,Thread Group 1-29,223,286,92,92,1481,1,0,0,1207
1553,HTTP Request,200,Thread Group 1-22,223,286,91,91,1553,1,0,0,1295
1551,HTTP Request,200,Thread Group 1-20,223,286,91,91,1551,1,0,0,1292
1757,HTTP Request,200,Thread Group 1-2,223,286,91,91,1757,1,0,0,1501
1662,HTTP Request,200,Thread Group 1-10,223,286,88,88,1662,1,0,0,1385
1182,HTTP Request,200,Thread Group 1-61,223,286,87,87,1182,1,0,0,918
1481,HTTP Request,200,Thread Group 1-38,223,286,86,86,1480,1,0,0,1142
1668,HTTP Request,200,Thread Group 1-21,223,286,85,85,1668,1,0,0,1329
1547,HTTP Request,200,Thread Group 1-33,223,286,85,85,1547,1,0,0,1204
1441,HTTP Request,200,Thread Group 1-45,223,286,83,83,1441,1,0,0,1094
1738,HTTP Request,200,Thread Group 1-15,223,286,83,83,1738,1,0,0,1382
1703,HTTP Request,200,Thread Group 1-18,223,286,81,81,1703,1,0,0,1348
1755,HTTP Request,200,Thread Group 1-13,223,286,80,80,1755,1,0,0,1385
1563,HTTP Request,200,Thread Group 1-40,223,286,79,79,1563,1,0,0,1139
1482,HTTP Request,200,Thread Group 1-49,223,286,78,78,1482,1,0,0,1057
1976,HTTP Request,200,Thread Group 1-1,223,286,77,77,1976,1,0,0,1537
1795,HTTP Request,200,Thread Group 1-16,223,286,76,76,1795,1,0,0,1362
1678,HTTP Request,200,Thread Group 1-30,223,286,75,75,1678,1,0,0,1242
1907,HTTP Request,200,Thread Group 1-9,223,286,74,74,1907,1,0,0,1460
1742,HTTP Request,200,Thread Group 1-25,223,286,73,73,1742,1,0,0,1302
1688,HTTP Request,200,Thread Group 1-36,223,286,72,72,1688,1,0,0,1187
1737,HTTP Request,200,Thread Group 1-31,223,286,71,71,1737,1,0,0,1225
1441,HTTP Request,200,Thread Group 1-62,223,286,70,70,1441,1,0,0,924
1574,HTTP Request,200,Thread Group 1-50,223,286,69,69,1574,1,0,0,1056
1511,HTTP Request,200,Thread Group 1-57,223,286,68,68,1511,1,0,0,985
