elapsed,label,responseCode,threadName,bytes,sentBytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,IdleTime,Connect
606,HTTP Request,200,Thread Group 1-2,223,286,14,14,606,1,0,0,382
567,HTTP Request,200,Thread Group 1-3,223,286,13,13,567,1,0,0,341
677,HTTP Request,200,Thread Group 1-1,223,286,13,13,677,1,0,0,442
583,HTTP Request,200,Thread Group 1-4,223,286,12,12,583,1,0,0,365
569,HTTP Request,200,Thread Group 1-5,223,286,12,12,569,1,0,0,346
689,HTTP Request,200,Thread Group 1-6,223,286,14,14,689,1,0,0,343
655,HTTP Request,200,Thread Group 1-7,223,286,14,14,655,1,0,0,359
606,HTTP Request,200,Thread Group 1-8,223,286,14,14,606,1,0,0,344
579,HTTP Request,200,Thread Group 1-9,223,286,12,12,579,1,0,0,362
571,HTTP Request,200,Thread Group 1-10,223,286,12,12,571,1,0,0,344
569,HTTP Request,200,Thread Group 1-11,223,286,12,12,569,1,0,0,346
585,HTTP Request,200,Thread Group 1-12,223,286,12,12,585,1,0,0,366
564,HTTP Request,200,Thread Group 1-13,223,286,12,12,564,1,0,0,342
594,HTTP Request,200,Thread Group 1-14,223,286,12,12,594,1,0,0,386
561,HTTP Request,200,Thread Group 1-15,223,286,12,12,560,1,0,0,354
551,HTTP Request,200,Thread Group 1-16,223,286,11,11,551,1,0,0,346
556,HTTP Request,200,Thread Group 1-17,223,286,12,12,556,1,0,0,347
558,HTTP Request,200,Thread Group 1-18,223,286,12,12,558,1,0,0,354
558,HTTP Request,200,Thread Group 1-19,223,286,12,12,558,1,0,0,353
611,HTTP Request,200,Thread Group 1-20,223,286,13,13,611,1,0,0,346
655,HTTP Request,200,Thread Group 1-21,223,286,14,14,655,1,0,0,369
637,HTTP Request,200,Thread Group 1-22,223,286,13,13,637,1,0,0,351
585,HTTP Request,200,Thread Group 1-23,223,286,13,13,585,1,0,0,346
604,HTTP Request,200,Thread Group 1-24,223,286,13,13,604,1,0,0,350
560,HTTP Request,200,Thread Group 1-25,223,286,12,12,560,1,0,0,342
580,HTTP Request,200,Thread Group 1-26,223,286,12,12,580,1,0,0,345
571,HTTP Request,200,Thread Group 1-27,223,286,12,12,571,1,0,0,353
