elapsed,label,responseCode,threadName,bytes,sentBytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,IdleTime,Connect
971,HTTP Request,200,Thread Group 1-17,223,286,168,168,971,1,0,0,676
1019,HTTP Request,200,Thread Group 1-8,223,286,167,167,1019,1,0,0,734
1044,HTTP Request,200,Thread Group 1-3,223,286,167,167,1044,1,0,0,779
1011,HTTP Request,200,Thread Group 1-10,223,286,166,166,1011,1,0,0,744
1053,HTTP Request,200,Thread Group 1-4,223,286,164,164,1053,1,0,0,818
1055,HTTP Request,200,Thread Group 1-5,223,286,163,163,1055,1,0,0,814
1041,HTTP Request,200,Thread Group 1-11,223,286,162,162,1041,1,0,0,787
1139,HTTP Request,200,Thread Group 1-2,223,286,161,161,1139,1,0,0,867
1132,HTTP Request,200,Thread Group 1-7,223,286,160,160,1132,1,0,0,883
1121,HTTP Request,200,Thread Group 1-9,223,286,159,159,1121,1,0,0,871
1105,HTTP Request,200,Thread Group 1-13,223,286,158,158,1105,1,0,0,853
1142,HTTP Request,200,Thread Group 1-6,223,286,157,157,1142,1,0,0,915
1179,HTTP Request,200,Thread Group 1-12,223,286,156,156,1178,1,0,0,900
1152,HTTP Request,200,Thread Group 1-18,223,286,155,155,1152,1,0,0,870
1089,HTTP Request,200,Thread Group 1-54,223,286,154,154,1089,1,0,0,759
1085,HTTP Request,200,Thread Group 1-55,223,286,153,153,1085,1,0,0,753
1098,HTTP Request,200,Thread Group 1-53,223,286,153,153,1098,1,0,0,764
1084,HTTP Request,200,Thread Group 1-56,223,286,151,151,1084,1,0,0,762
1085,HTTP Request,200,Thread Group 1-57,223,286,150,150,1085,1,0,0,759
1082,HTTP Request,200,Thread Group 1-58,223,286,150,150,1082,1,0,0,759
1078,HTTP Request,200,Thread Group 1-59,223,286,148,148,1078,1,0,0,754
1091,HTTP Request,200,Thread Group 1-60,223,286,147,147,1091,1,0,0,825
947,HTTP Request,200,Thread Group 1-87,223,286,147,147,947,1,0,0,736
939,HTTP Request,200,Thread Group 1-89,223,286,147,147,939,1,0,0,729
951,HTTP Request,200,Thread Group 1-85,223,286,145,145,951,1,0,0,740
956,HTTP Request,200,Thread Group 1-86,223,286,144,144,955,1,0,0,736
1057,HTTP Request,200,Thread Group 1-96,223,286,143,143,1057,1,0,0,853
1074,HTTP Request,200,Thread Group 1-92,223,286,142,142,1074,1,0,0,862
1065,HTTP Request,200,Thread Group 1-91,223,286,142,142,1065,1,0,0,851
1069,HTTP Request,200,Thread Group 1-94,223,286,140,140,1069,1,0,0,854
1066,HTTP Request,200,Thread Group 1-99,223,286,139,139,1066,1,0,0,854
1081,HTTP Request,200,Thread Group 1-93,223,286,139,139,1081,1,0,0,867
1084,HTTP Request,200,Thread Group 1-95,223,286,137,137,1083,1,0,0,869
1099,HTTP Request,200,Thread Group 1-88,223,286,136,136,1099,1,0,0,880
1102,HTTP Request,200,Thread Group 1-90,223,286,135,135,1102,1,0,0,877
1090,HTTP Request,200,Thread Group 1-98,223,286,135,135,1090,1,0,0,848
1085,HTTP Request,200,Thread Group 1-100,223,286,133,133,1085,1,0,0,871
1047,HTTP Request,200,Thread Group 1-102,223,286,133,133,1046,1,0,0,833
1107,HTTP Request,200,Thread Group 1-103,223,286,136,136,1107,1,0,0,834
1112,HTTP Request,200,Thread Group 1-105,223,286,135,135,1111,1,0,0,833
1110,HTTP Request,200,Thread Group 1-106,223,286,135,135,1110,1,0,0,832
1180,HTTP Request,200,Thread Group 1-97,223,286,133,133,1180,1,0,0,894
1126,HTTP Request,200,Thread Group 1-108,223,286,133,133,1126,1,0,0,839
1076,HTTP Request,200,Thread Group 1-117,223,286,132,132,1076,1,0,0,794
1075,HTTP Request,200,Thread Group 1-112,223,286,132,132,1075,1,0,0,791
1129,HTTP Request,200,Thread Group 1-107,223,286,131,131,1129,1,0,0,845
1080,HTTP Request,200,Thread Group 1-123,223,286,130,130,1080,1,0,0,798
1085,HTTP Request,200,Thread Group 1-115,223,286,128,128,1085,1,0,0,805
1086,HTTP Request,200,Thread Group 1-118,223,286,126,126,1086,1,0,0,809
1141,HTTP Request,200,Thread Group 1-109,223,286,125,125,1140,1,0,0,863
1208,HTTP Request,200,Thread Group 1-126,223,286,128,128,1208,1,0,0,824
1209,HTTP Request,200,Thread Group 1-119,223,286,128,128,1209,1,0,0,818
1221,HTTP Request,200,Thread Group 1-111,223,286,128,128,1221,1,0,0,842
1768,HTTP Request,200,Thread Group 1-16,223,286,128,128,1768,1,0,0,598
1220,HTTP Request,200,Thread Group 1-114,223,286,125,125,1220,1,0,0,854
1222,HTTP Request,200,Thread Group 1-113,223,286,124,124,1222,1,0,0,857
1225,HTTP Request,200,Thread Group 1-116,223,286,123,123,1225,1,0,0,859
1190,HTTP Request,200,Thread Group 1-110,223,286,123,123,1190,1,0,0,845
835,HTTP Request,200,Thread Group 1-136,223,286,121,121,835,1,0,0,491
1760,HTTP Request,200,Thread Group 1-20,223,286,120,120,1760,1,0,0,1472
1778,HTTP Request,200,Thread Group 1-21,223,286,118,118,1778,1,0,0,1481
1790,HTTP Request,200,Thread Group 1-22,223,286,117,117,1790,1,0,0,1483
1743,HTTP Request,200,Thread Group 1-25,223,286,116,116,1743,1,0,0,1445
1835,HTTP Request,200,Thread Group 1-15,223,286,115,115,1835,1,0,0,652
1912,HTTP Request,200,Thread Group 1-1,223,286,114,114,1912,1,0,0,728
1842,HTTP Request,200,Thread Group 1-14,223,286,114,114,1842,1,0,0,678
1753,HTTP Request,200,Thread Group 1-23,223,286,112,112,1753,1,0,0,1447
1804,HTTP Request,200,Thread Group 1-19,223,286,112,112,1804,1,0,0,1499
1751,HTTP Request,200,Thread Group 1-26,223,286,110,110,1751,1,0,0,1456
1755,HTTP Request,200,Thread Group 1-29,223,286,109,109,1755,1,0,0,1488
1757,HTTP Request,200,Thread Group 1-30,223,286,108,108,1757,1,0,0,1478
1774,HTTP Request,200,Thread Group 1-27,223,286,107,107,1774,1,0,0,1517
1776,HTTP Request,200,Thread Group 1-31,223,286,106,106,1776,1,0,0,1519
1785,HTTP Request,200,Thread Group 1-24,223,286,105,105,1785,1,0,0,1525
1753,HTTP Request,200,Thread Group 1-32,223,286,104,104,1753,1,0,0,1514
1784,HTTP Request,200,Thread Group 1-28,223,286,103,103,1784,1,0,0,1544
1752,HTTP Request,200,Thread Group 1-33,223,286,102,102,1752,1,0,0,1516
1755,HTTP Request,200,Thread Group 1-34,223,286,101,101,1754,1,0,0,1524
1774,HTTP Request,200,Thread Group 1-42,223,286,103,103,1774,1,0,0,1515
1808,HTTP Request,200,Thread Group 1-37,223,286,102,102,1808,1,0,0,1541
1810,HTTP Request,200,Thread Group 1-36,223,286,102,102,1810,1,0,0,1542
1814,HTTP Request,200,Thread Group 1-35,223,286,101,101,1814,1,0,0,1543
1892,HTTP Request,200,Thread Group 1-39,223,286,99,99,1892,1,0,0,1618
1759,HTTP Request,200,Thread Group 1-65,223,286,98,98,1759,1,0,0,1494
1783,HTTP Request,200,Thread Group 1-61,223,286,98,98,1783,1,0,0,1517
691,HTTP Request,200,Thread Group 1-168,223,286,96,96,690,1,0,0,423
1870,HTTP Request,200,Thread Group 1-44,223,286,96,96,1870,1,0,0,1603
1898,HTTP Request,200,Thread Group 1-40,223,286,94,94,1898,1,0,0,1630
1903,HTTP Request,200,Thread Group 1-38,223,286,93,93,1902,1,0,0,1629
1768,HTTP Request,200,Thread Group 1-63,223,286,92,92,1768,1,0,0,1510
1769,HTTP Request,200,Thread Group 1-64,223,286,91,91,1769,1,0,0,1511
1773,HTTP Request,200,Thread Group 1-62,223,286,90,90,1773,1,0,0,1512
1909,HTTP Request,200,Thread Group 1-41,223,286,89,89,1909,1,0,0,1625
1892,HTTP Request,200,Thread Group 1-45,223,286,88,88,1892,1,0,0,1656
1573,HTTP Request,200,Thread Group 1-101,223,286,87,87,1573,1,0,0,837
1882,HTTP Request,200,Thread Group 1-48,223,286,86,86,1882,1,0,0,1639
1907,HTTP Request,200,Thread Group 1-47,223,286,87,87,1907,1,0,0,1649
1885,HTTP Request,200,Thread Group 1-43,223,286,86,86,1885,1,0,0,1630
1891,HTTP Request,200,Thread Group 1-51,223,286,87,87,1891,1,0,0,1628
1907,HTTP Request,200,Thread Group 1-49,223,286,87,87,1907,1,0,0,1643
1914,HTTP Request,200,Thread Group 1-50,223,286,85,85,1914,1,0,0,1638
1795,HTTP Request,200,Thread Group 1-70,223,286,84,84,1795,1,0,0,1540
1609,HTTP Request,200,Thread Group 1-104,223,286,83,83,1609,1,0,0,831
1812,HTTP Request,200,Thread Group 1-66,223,286,83,83,1812,1,0,0,1563
1905,HTTP Request,200,Thread Group 1-52,223,286,81,81,1905,1,0,0,1663
1844,HTTP Request,200,Thread Group 1-67,223,286,94,94,1844,1,0,0,1624
1876,HTTP Request,200,Thread Group 1-75,223,286,94,94,1875,1,0,0,1642
1878,HTTP Request,200,Thread Group 1-76,223,286,93,93,1878,1,0,0,1655
1884,HTTP Request,200,Thread Group 1-72,223,286,92,92,1884,1,0,0,1660
1911,HTTP Request,200,Thread Group 1-71,223,286,91,91,1911,1,0,0,1683
1917,HTTP Request,200,Thread Group 1-69,223,286,90,90,1917,1,0,0,1674
666,HTTP Request,200,Thread Group 1-169,223,286,90,90,666,1,0,0,455
667,HTTP Request,200,Thread Group 1-171,223,286,88,88,667,1,0,0,454
665,HTTP Request,200,Thread Group 1-172,223,286,87,87,665,1,0,0,459
664,HTTP Request,200,Thread Group 1-170,223,286,86,86,664,1,0,0,457
1651,HTTP Request,200,Thread Group 1-127,223,286,85,85,1651,1,0,0,1443
1648,HTTP Request,200,Thread Group 1-134,223,286,84,84,1648,1,0,0,1429
1934,HTTP Request,200,Thread Group 1-77,223,286,84,84,1934,1,0,0,1714
1945,HTTP Request,200,Thread Group 1-74,223,286,82,82,1945,1,0,0,1715
