elapsed,label,responseCode,threadName,bytes,sentBytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,IdleTime,Connect
906,HTTP Request,200,Thread Group 1-8,223,286,17,17,905,1,0,0,655
1006,HTTP Request,200,Thread Group 1-7,223,286,17,17,1006,1,0,0,752
1109,HTTP Request,200,Thread Group 1-6,223,286,15,15,1109,1,0,0,852
809,HTTP Request,200,Thread Group 1-9,223,286,15,15,809,1,0,0,538
1220,HTTP Request,200,Thread Group 1-5,223,286,13,13,1220,1,0,0,962
1633,HTTP Request,200,Thread Group 1-1,223,286,13,13,1633,1,0,0,1384
725,HTTP Request,200,Thread Group 1-10,223,286,11,11,725,1,0,0,470
1324,HTTP Request,200,Thread Group 1-4,223,286,11,11,1324,1,0,0,1070
1433,HTTP Request,200,Thread Group 1-3,223,286,9,9,1433,1,0,0,1170
1539,HTTP Request,200,Thread Group 1-2,223,286,8,8,1539,1,0,0,1308
658,HTTP Request,200,Thread Group 1-11,223,286,7,7,658,1,0,0,427
600,HTTP Request,200,Thread Group 1-15,223,286,10,10,600,1,0,0,381
792,HTTP Request,200,Thread Group 1-13,223,286,9,9,791,1,0,0,569
705,HTTP Request,200,Thread Group 1-14,223,286,8,8,705,1,0,0,481
941,HTTP Request,200,Thread Group 1-12,223,286,7,7,941,1,0,0,393
661,HTTP Request,200,Thread Group 1-17,223,286,8,8,661,1,0,0,424
611,HTTP Request,200,Thread Group 1-18,223,286,8,8,611,1,0,0,358
581,HTTP Request,200,Thread Group 1-19,223,286,7,7,581,1,0,0,347
580,HTTP Request,200,Thread Group 1-20,223,286,7,7,580,1,0,0,354
606,HTTP Request,200,Thread Group 1-21,223,286,8,8,606,1,0,0,348
563,HTTP Request,200,Thread Group 1-22,223,286,7,7,563,1,0,0,348
569,HTTP Request,200,Thread Group 1-23,223,286,7,7,569,1,0,0,349
567,HTTP Request,200,Thread Group 1-24,223,286,7,7,567,1,0,0,354
583,HTTP Request,200,Thread Group 1-25,223,286,7,7,583,1,0,0,353
591,HTTP Request,200,Thread Group 1-26,223,286,7,7,591,1,0,0,373
1574,HTTP Request,200,Thread Group 1-16,223,286,6,6,1574,1,0,0,1357
578,HTTP Request,200,Thread Group 1-27,223,286,6,6,578,1,0,0,348
589,HTTP Request,200,Thread Group 1-28,223,286,6,6,589,1,0,0,353
574,HTTP Request,200,Thread Group 1-29,223,286,6,6,574,1,0,0,345
607,HTTP Request,200,Thread Group 1-30,223,286,7,7,607,1,0,0,354
555,HTTP Request,200,Thread Group 1-31,223,286,6,6,555,1,0,0,340
559,HTTP Request,200,Thread Group 1-32,223,286,6,6,559,1,0,0,342
558,HTTP Request,200,Thread Group 1-33,223,286,6,6,558,1,0,0,347
565,HTTP Request,200,Thread Group 1-34,223,286,6,6,565,1,0,0,340
564,HTTP Request,200,Thread Group 1-35,223,286,6,6,564,1,0,0,339
576,HTTP Request,200,Thread Group 1-36,223,286,6,6,576,1,0,0,348
647,HTTP Request,200,Thread Group 1-37,223,286,7,7,647,1,0,0,363
566,HTTP Request,200,Thread Group 1-38,223,286,6,6,566,1,0,0,357
606,HTTP Request,200,Thread Group 1-39,223,286,7,7,606,1,0,0,361
567,HTTP Request,200,Thread Group 1-40,223,286,6,6,567,1,0,0,346
592,HTTP Request,200,Thread Group 1-41,223,286,6,6,592,1,0,0,361
598,HTTP Request,200,Thread Group 1-42,223,286,6,6,598,1,0,0,349
568,HTTP Request,200,Thread Group 1-43,223,286,6,6,568,1,0,0,352
567,HTTP Request,200,Thread Group 1-44,223,286,6,6,567,1,0,0,357
564,HTTP Request,200,Thread Group 1-45,223,286,6,6,564,1,0,0,342
574,HTTP Request,200,Thread Group 1-46,223,286,5,5,574,1,0,0,355
565,HTTP Request,200,Thread Group 1-47,223,286,4,4,565,1,0,0,339
565,HTTP Request,200,Thread Group 1-48,223,286,3,3,565,1,0,0,346
564,HTTP Request,200,Thread Group 1-49,223,286,2,2,564,1,0,0,352
577,HTTP Request,200,Thread Group 1-50,223,286,1,1,576,1,0,0,349
