elapsed,label,responseCode,threadName,bytes,sentBytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,IdleTime,Connect
901,HTTP Request,200,Thread Group 1-1,1091,272,18,18,310,1,0,0,174
310,HTTP Request-0,301,Thread Group 1-1,145,136,18,18,310,1,0,0,174
590,HTTP Request-1,200,Thread Group 1-1,946,136,18,18,590,1,0,0,433
872,HTTP Request,200,Thread Group 1-2,1091,272,18,18,273,1,0,0,129
273,HTTP Request-0,301,Thread Group 1-2,145,136,18,18,273,1,0,0,129
598,HTTP Request-1,200,Thread Group 1-2,946,136,18,18,598,1,0,0,425
843,HTTP Request,200,Thread Group 1-3,1091,272,18,18,271,1,0,0,131
271,HTTP Request-0,301,Thread Group 1-3,145,136,18,18,271,1,0,0,131
571,HTTP Request-1,200,Thread Group 1-3,946,136,18,18,571,1,0,0,424
836,HTTP Request,200,Thread Group 1-4,1091,272,17,17,258,1,0,0,130
258,HTTP Request-0,301,Thread Group 1-4,145,136,17,17,258,1,0,0,130
577,HTTP Request-1,200,Thread Group 1-4,946,136,17,17,577,1,0,0,409
836,HTTP Request,200,Thread Group 1-5,1091,272,17,17,271,1,0,0,132
271,HTTP Request-0,301,Thread Group 1-5,145,136,17,17,271,1,0,0,132
565,HTTP Request-1,200,Thread Group 1-5,946,136,17,17,565,1,0,0,418
824,HTTP Request,200,Thread Group 1-6,1091,272,17,17,264,1,0,0,127
264,HTTP Request-0,301,Thread Group 1-6,145,136,17,17,264,1,0,0,127
559,HTTP Request-1,200,Thread Group 1-6,946,136,17,17,559,1,0,0,421
823,HTTP Request,200,Thread Group 1-7,1091,272,17,17,279,1,0,0,132
279,HTTP Request-0,301,Thread Group 1-7,145,136,17,17,279,1,0,0,132
543,HTTP Request-1,200,Thread Group 1-7,946,136,17,17,543,1,0,0,406
827,HTTP Request,200,Thread Group 1-8,1091,272,17,17,274,1,0,0,133
274,HTTP Request-0,301,Thread Group 1-8,145,136,17,17,274,1,0,0,133
553,HTTP Request-1,200,Thread Group 1-8,946,136,17,17,553,1,0,0,418
