elapsed,label,responseCode,threadName,bytes,sentBytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,IdleTime,Connect
866,HTTP Request,200,Thread Group 1-2,1091,272,19,19,276,1,0,0,136
276,HTTP Request-0,301,Thread Group 1-2,145,136,19,19,276,1,0,0,136
589,HTTP Request-1,200,Thread Group 1-2,946,136,19,19,589,1,0,0,427
837,HTTP Request,200,Thread Group 1-3,1091,272,18,18,270,1,0,0,131
270,HTTP Request-0,301,Thread Group 1-3,145,136,18,18,270,1,0,0,131
567,HTTP Request-1,200,Thread Group 1-3,946,136,18,18,567,1,0,0,413
958,HTTP Request,200,Thread Group 1-1,1091,272,18,18,331,1,0,0,191
331,HTTP Request-0,301,Thread Group 1-1,145,136,18,18,331,1,0,0,191
626,HTTP Request-1,200,Thread Group 1-1,946,136,18,18,626,1,0,0,427
828,HTTP Request,200,Thread Group 1-4,1091,272,17,17,263,1,0,0,126
263,HTTP Request-0,301,Thread Group 1-4,145,136,17,17,263,1,0,0,126
565,HTTP Request-1,200,Thread Group 1-4,946,136,17,17,565,1,0,0,408
849,HTTP Request,200,Thread Group 1-5,1091,272,17,17,263,1,0,0,127
263,HTTP Request-0,301,Thread Group 1-5,145,136,17,17,263,1,0,0,127
586,HTTP Request-1,200,Thread Group 1-5,946,136,17,17,586,1,0,0,433
843,HTTP Request,200,Thread Group 1-6,1091,272,17,17,273,1,0,0,134
273,HTTP Request-0,301,Thread Group 1-6,145,136,17,17,273,1,0,0,134
569,HTTP Request-1,200,Thread Group 1-6,946,136,17,17,569,1,0,0,419
846,HTTP Request,200,Thread Group 1-7,1091,272,17,17,273,1,0,0,133
273,HTTP Request-0,301,Thread Group 1-7,145,136,17,17,273,1,0,0,133
572,HTTP Request-1,200,Thread Group 1-7,946,136,17,17,572,1,0,0,423
852,HTTP Request,200,Thread Group 1-8,1091,272,18,18,269,1,0,0,129
269,HTTP Request-0,301,Thread Group 1-8,145,136,18,18,269,1,0,0,129
582,HTTP Request-1,200,Thread Group 1-8,946,136,18,18,582,1,0,0,431
831,HTTP Request,200,Thread Group 1-9,1091,272,17,17,262,1,0,0,126
262,HTTP Request-0,301,Thread Group 1-9,145,136,17,17,262,1,0,0,126
569,HTTP Request-1,200,Thread Group 1-9,946,136,17,17,569,1,0,0,433
856,HTTP Request,200,Thread Group 1-10,1091,272,18,18,269,1,0,0,131
269,HTTP Request-0,301,Thread Group 1-10,145,136,18,18,269,1,0,0,131
587,HTTP Request-1,200,Thread Group 1-10,946,136,18,18,587,1,0,0,439
843,HTTP Request,200,Thread Group 1-11,1091,272,17,17,263,1,0,0,130
263,HTTP Request-0,301,Thread Group 1-11,145,136,17,17,263,1,0,0,130
580,HTTP Request-1,200,Thread Group 1-11,946,136,17,17,580,1,0,0,441
822,HTTP Request,200,Thread Group 1-12,1091,272,17,17,256,1,0,0,127
256,HTTP Request-0,301,Thread Group 1-12,145,136,17,17,256,1,0,0,127
566,HTTP Request-1,200,Thread Group 1-12,946,136,17,17,566,1,0,0,431
843,HTTP Request,200,Thread Group 1-13,1091,272,17,17,253,1,0,0,129
253,HTTP Request-0,301,Thread Group 1-13,145,136,17,17,253,1,0,0,129
590,HTTP Request-1,200,Thread Group 1-13,946,136,17,17,590,1,0,0,452
826,HTTP Request,200,Thread Group 1-14,1091,272,17,17,254,1,0,0,127
254,HTTP Request-0,301,Thread Group 1-14,145,136,17,17,254,1,0,0,127
571,HTTP Request-1,200,Thread Group 1-14,946,136,17,17,571,1,0,0,435
808,HTTP Request,200,Thread Group 1-15,1091,272,17,17,263,1,0,0,128
263,HTTP Request-0,301,Thread Group 1-15,145,136,17,17,263,1,0,0,128
545,HTTP Request-1,200,Thread Group 1-15,946,136,17,17,545,1,0,0,412
854,HTTP Request,200,Thread Group 1-16,1091,272,18,18,273,1,0,0,130
